REFCODE;GFN2;PM7;PM6
KAGNIP;0.1335;0.2057;0.4265
KAHNAK;0.2823;0.3129;0.472
KAJBUU;0.5017;0.302;0.2574
KAJGIO;0.2556;1.3481;0.1012
KAJKEL01;0.4024;0.3641;0.5056
KAJLEM;0.2551;0.9114;0.8269
KAJNAK;0.3081;0.3587;0.8377
KAJSUK;0.8476;0.7933;0.7028
KAJVUP;1.3178;0.729;1.5894
KAKGAH;0.2627;0.2211;1.2509
KAKPIV;0.2521;0.4048;1.3954
KAKTIZ;0.2288;0.2144;0.6238
KALNOB;0.4193;0.3292;0.7473
KAMKAK;0.1854;0.3494;0.6241
KAMZAA;0.2903;0.3509;0.3214
KANGEO;2.2693;0.3381;1.3731
KANGIS;0.4305;0.5635;0.4544
KANGOY;2.0863;0.3501;0.5577
KANQUO;0.7512;0.6628;0.3215
KAPQEA;0.346;0.4141;0.9452
KAPXEF;0.4766;0.5574;1.2724
KAPXEF01;0.4766;0.5574;1.2724
KAQWAD;0.4879;0.5832;0.998
KARFUF;0.217;0.2622;0.4516
KARHER;0.3696;0.2206;0.7082
KARRED;0.3324;0.5285;0.5163
KARRON;0.2997;0.609;0.4636
KASFIW;0.4356;0.728;0.3009
KASFOZ;0.5948;0.4164;0.3842
KASZOU;0.1451;0.1425;0.8122
KATGIW;0.4609;0.7821;0.8653
KATJIZ;0.4148;0.3889;0.1411
KATRAY;0.1503;0.1735;0.3469
KATYOW;0.2058;0.1996;0.6324
KAVVOS;0.1116;0.3324;0.5623
KAWKEB;0.3781;0.5514;0.3194
KAWKIF;0.2369;0.1948;0.3478
KAWLEC;0.2148;0.4388;1.2458
KAWLIG;0.1389;0.4766;1.4138
KAWLOM;0.369;0.8462;0.8917
KAWMAZ;0.3293;1.0367;0.6215
KAXFOE;0.2908;0.1694;0.3883
KAXZUF;0.3517;0.7672;0.8419
KAYKAY;0.177;0.2868;0.6521
KAYPUV;0.236;0.381;0.5708
KECSIV;0.4658;0.616;0.911
KECTAO;1.2053;0.9982;1.0384
KEDDEC;0.0785;0.0713;0.5
KEDFUW;1.5554;0.865;1.5037
KEDMAJ;0.1526;0.2785;0.4818
KEGCOR;0.421;0.7899;0.4465
KEGDAD;0.2137;0.2188;0.6439
KEGDOR;0.2192;0.7282;0.9123
KEGPET;0.8668;0.4944;0.6002
KEHQOE;0.4961;0.6661;0.9811
KEHRAR;1.1697;0.809;1.0861
KEHREV;0.3671;0.467;0.5157
KEHXAW;0.0542;0.0879;0.1404
KEJPOE;0.2781;0.4314;0.9056
KEKFAH;0.3632;0.3717;1.4407
KEKVIF;1.0383;0.528;0.8377
KEKVIF01;0.9253;0.409;1.1403
KEKVIF08;0.9453;0.4194;0.7384
KEKWOO;0.5243;0.221;0.7629
KELSEB;0.7578;0.9522;0.6008
KELTEB;0.1205;0.1522;0.2226
KELTIF;0.1063;0.1564;0.1404
KELXIJ;0.5193;0.6653;0.9214
KELYEH;0.6641;1.0608;0.8301
KEMNEW;0.1665;0.3121;1.3049
KEMNIA;0.1757;0.2105;0.747
KEMNOG;0.5554;0.3271;0.8837
KEMPAU;3.3584;0.5531;0.9713
KEMPEY;0.7609;0.7445;1.2189
KEMQUO;0.579;0.2643;0.4228
KENVAA;0.2359;0.3161;0.6367
KEPDIT;0.077;0.0683;0.2302
KEPQAY;0.1252;0.9722;0.2311
KEPWAF;0.3182;0.439;0.4975
KERJEX;0.4099;0.6651;0.5158
KERXEL;0.2355;0.1681;0.6013
KETFIZ;0.3332;1.0926;0.8568
KETFOF;0.4498;0.2008;0.7743
KETFUL;3.5416;0.8135;1.6235
KETMAZ;0.2814;0.2765;0.4305
KETMUT;0.2649;0.2589;0.4211
KETZUF;0.8088;0.7941;1.8357
KEVKAY;0.5056;0.9117;1.3897
KEVLII;0.5362;0.5572;0.8825
KEWSAG;0.593;0.9483;1.4197
KEYDUO;0.1245;0.3917;1.0475
KEYLOQ;0.6341;0.5193;1.6926
KEYLUW;0.3269;0.4752;1.3503
KEZGIH;0.1893;0.5014;0.5031
KEZGON;0.3146;0.6689;0.8087
KEZJIK;0.2909;0.8095;0.6848
KEZPEK;0.18;0.086;0.4543
KEZSOY;0.38;0.2824;1.0077
KEZZUL;0.6165;1.1081;0.6571
KIBVUO;0.1148;0.1126;0.2538
KIBWAV;0.0732;0.0624;0.2594
KICCAC;0.1088;0.2274;0.1901
KICCEG;0.12;0.1497;0.1838
KICTEW;0.4138;0.5986;2.1229
KICTIA;0.519;0.5358;1.695
KICTOG;0.3419;0.6136;1.4658
KIDBEF;0.0328;0.1101;0.3117
KIDBUV;0.1607;0.2407;0.2168
KIDCAC;0.0882;0.2133;0.1116
KIFFAG;0.1334;0.2107;0.3026
KIFKOB;0.3969;1.7072;0.9829
KIFQEX;0.1858;0.0867;0.6256
KIFQOH;0.1013;0.0926;0.3416
KIFRIC;0.1068;0.0919;0.2163
KIFROI;0.3906;0.2966;0.3944
KIFTAV;0.5237;0.2855;1.3678
KIGBAD;0.2496;1.7838;1.0388
KIGHEP;0.1763;0.3573;1.1133
KIGSAU;0.285;0.1639;0.1464
KIHFEO;0.1879;0.2321;0.152
KIHFIS;0.1573;0.1102;0.5986
KIKJIZ;0.7978;0.6735;0.802
KIMGOE;0.4171;0.3251;0.1054
KIMPOL01;0.3252;0.8361;0.7221
KIMWUY;0.2503;0.4993;0.772
KIPXOW;0.2806;0.3407;0.8268
KIPYIR;0.4469;0.3021;0.4395
KIQSIM;0.2854;0.6884;0.5562
KIRROU;0.288;0.3465;0.7181
KIRVAK;0.2173;0.2902;0.3585
KIRVEO;0.3466;0.4464;0.4475
KIRZUG;0.2002;0.9538;0.2836
KISBUL;0.0487;0.0424;0.4237
KISPIN;0.4877;0.9429;1.4451
KISRUA;0.6579;0.7238;0.5987
KITFAV;0.3373;0.4093;0.8441
KITVEO;0.2159;0.832;0.9432
KIVVER;0.6122;0.6773;0.2946
KIWMAF;0.3299;1.371;0.4358
KIXVUJ;0.307;0.3784;0.6758
KMEFER01;0.0793;0.1714;0.1217
KOBROJ;0.7828;0.4308;1.0095
KOBXEG;0.18;0.3496;0.973
KOBXIK;0.3509;0.4017;0.8691
KOBXUW;0.9428;0.7576;2.165
KOBYEH;0.4794;2.1263;2.2503
KOCLEV;0.4175;0.7632;1.9528
KOCLIZ;0.4174;1.2982;1.8473
KOFMUP;0.3723;0.3428;0.5497
KOFVIM;0.3203;0.4687;0.6543
KOGFIW;0.1857;0.1987;0.3657
KOHLUQ;0.3377;0.7264;0.4381
KOJCAP;0.625;0.4086;0.5095
KOJDES;0.2329;0.3888;1.1764
KOLGUP;0.4021;0.576;0.4543
KOLYUG;0.1362;0.2359;0.2943
KOMPUY;0.5356;0.5066;1.9018
KONCEX;0.4415;0.4162;1.2525
KOVLUC;0.375;1.0533;0.7479
KOVMAJ;1.0273;0.2345;0.2706
KOVXIE;0.2407;0.5548;0.6539
KOWSEU;0.133;0.2455;0.542
KOWSEU10;0.1337;0.2587;0.5391
KOWWEA;0.5382;0.9056;1.2812
KOXPIY;0.7334;1.1893;0.9923
KOXPUK;0.442;0.5234;1.6917
KOXVEY;0.3182;0.4862;0.3404
KOXVIC;0.3573;0.8584;0.3718
KOXZEC;0.6263;0.7516;0.9961
KTMFER;0.0845;0.2015;0.17
KUBGIX;0.3549;0.5931;0.7708
KUBGOD;0.3373;0.4426;1.178
KUGCOG;0.5881;0.4791;0.4289
KUGKEE;0.471;0.4401;0.7997
KUGWIT;0.5729;0.5203;1.458
KUGWUF;0.6914;0.634;1.2144
KUGXAM;0.309;0.8798;1.0792
KUGXOA;0.7101;0.328;0.899
KUGZOD;0.3083;0.358;0.695
KUHRUC;3.1042;0.5055;0.6508
KUHZUI;0.4268;0.4377;0.5113
KUKKAD;0.3067;0.4715;1.1924
KUKPIR;0.3393;0.3983;0.4224
KULDUR;0.5116;0.4509;1.2248
KULFAZ;0.4311;0.1474;0.6292
KULFED;0.3235;0.2416;0.6627
KULNUC;0.2022;0.3514;1.521
KULVIW;0.3837;0.3029;1.1642
KUPGOT;0.7058;0.7248;1.0331
KUQDUX;0.3362;0.3165;0.4623
KUQJEN;0.3801;0.4094;1.2681
KURFIM;0.8802;0.6196;0.6931
KURVAV;0.4019;0.4266;0.1352
KUSGIP;0.253;0.3544;0.5551
KUVVIG;0.7488;0.9095;0.4197
KUVXOP;0.5916;1.0781;0.774
KUYFOA;1.2688;1.0111;1.0232
KUYKEV01;0.5746;0.5576;0.5314
KUYNEX;0.2387;0.3832;0.8932
KUYQAY;0.3792;0.7471;1.6365
KUYTAZ;0.1654;0.5795;0.4669
KUYZAH;0.2882;0.3142;0.7131
KUZPOM;0.5759;0.577;0.7363
LABCEW;0.2764;1.0781;0.4355
LABGED;0.3965;0.3175;0.8383
LABMUY;0.1952;0.1838;0.6965
LACNEJ;0.4175;0.4965;0.5033
LAFTUH;0.4646;0.8353;1.1649
LAFZIE;0.1903;0.1687;0.2422
LAFZOK;0.312;0.142;1.0464
LAGJEK02;0.475;0.4146;0.6462
LAJJOX;0.1195;0.1487;0.259
LAJJUD;0.1225;0.2268;0.2321
LAJKEP;0.905;0.2518;0.7743
LAKFAF;0.197;0.1852;0.2754
LAKKIS;0.3738;0.1385;0.1901
LAKKOY;0.2554;0.244;0.2879
LAKLEP;0.31;0.7026;0.4007
LALBUV;0.0944;0.1155;0.9026
LALFIN;0.2844;0.3755;1.2174
LAMLIU;0.8575;1.2183;0.8627
LAMMIX;0.597;0.3843;0.8881
LAMYIK;0.3042;0.2952;1.8601
LAMYOQ;1.0846;0.9325;1.9919
LAMZAC;2.3807;2.3901;1.631
LANXAC;0.9123;0.8653;0.5391
LANXEG;0.9109;0.8667;0.5371
LAQVEE;0.4111;0.9285;0.4671
LAQZUY;0.1254;0.2004;0.26
LARCIQ;0.5211;0.7151;0.2677
LARGUG;0.1004;0.3581;0.2062
LARZEK;0.1752;0.1556;0.866
LARZIO;0.1421;0.14;0.6496
LASXIM;0.2134;0.6943;0.9196
LASXOS;1.9914;1.04;1.4335
LATNUQ;0.1117;0.1284;0.1276
LAVDUI;0.8199;0.9293;0.8186
LAVYAJ;0.2688;0.2604;0.4268
LAXBOE;0.6806;0.5327;2.0472
LAXKAZ;0.6282;0.4475;0.5552
LAXNON;0.036;0.1068;0.2624
LAYJIH;0.1419;0.3362;0.1331
LAYPAC;0.5487;0.2092;0.5394
LAYPAC10;0.5486;0.2091;0.5398
LAYPIK;1.0929;0.3565;0.336
LAYPIK10;1.0929;0.3565;0.9436
LAYVOX;0.2345;0.3978;0.6499
LAYZAM;0.2392;0.4026;0.9073
LAYZOA;2.1133;0.8248;1.0637
LAZSUA;0.6458;0.9222;0.1725
LECNUD;0.3948;0.6763;0.9453
LEDCEE;0.2111;1.6552;1.2367
LEDJIN;0.3406;0.8619;0.6687
LEDJOT;0.0962;0.1687;0.1115
LEDKUA;0.3497;0.5183;1.048
LEDMUC;0.2341;0.3801;1.0099
LEDMUC10;0.2344;0.3794;1.0093
LEDTOG;0.1372;0.3621;1.0331
LEDTUM;0.1333;0.3704;1.1559
LEDVEY;0.1456;0.3919;1.0911
LEDVIC;0.1812;0.3655;0.9629
LEDWEZ;0.4627;0.5573;0.86
LEGSOG;0.2932;0.4357;0.6878
LEGTEX;0.1577;0.2667;0.4754
LEGTIB;0.2471;0.4395;1.2967
LEGTUN;0.3396;0.5717;0.3906
LEGVEZ;0.4323;0.5636;1.7604
LEHCIM;0.48;0.337;1.0435
LEHCIM01;0.4806;0.3407;0.6337
LEHRIA;0.0763;0.0732;0.39
LEHTEY;0.1568;0.1968;0.2578
LEJHIR;0.234;0.3429;0.376
LEJHOX;1.4338;1.4816;1.0785
LEJPUM;0.249;0.3861;0.3608
LEJQUN;0.3342;0.701;0.6936
LEJWON;0.1229;0.1674;0.449
LEJWON01;0.1258;0.1689;0.4461
LEJWUT;0.0895;0.2506;0.7262
LEKJUH;0.1442;0.2252;0.4504
LEKQEY;0.4514;0.3622;0.3641
LEMNEX;0.5487;0.4973;0.7199
LEMRIE;0.3653;0.29;0.535
LENCOW;0.5478;0.9137;0.2366
LENCOW01;0.5371;0.8914;0.6461
LEQWEK;0.2063;0.1373;0.7001
LERCIV;0.0593;0.0597;0.5027
LERCUH01;0.0737;0.0588;0.5309
LESDAP;1.2119;0.9309;1.1308
LESDUJ;2.9599;3.0565;1.1518
LETNUT;0.1379;2.7643;0.6631
LEWMOQ08;0.7746;0.4483;0.9999
LEWZAQ;0.8074;0.682;0.9872
LEXLUW;0.2025;0.4192;0.3039
LEXMAD;0.1138;0.4507;0.5069
LEYYUJ;0.0625;0.1922;0.3327
LEZLAE;0.6683;1.28;1.633
LEZLAE01;0.6659;1.2708;1.6278
LEZNIO;0.0884;0.2131;0.1811
LEZTUF;0.1571;0.4495;0.8463
LEZVAN;0.2678;0.5557;0.7997
LIBBIJ;0.1549;0.3639;0.7113
LIBKOX;4.4864;0.165;0.1902
LIBVOH;1.522;0.3676;0.8069
LICDUW;0.6002;1.2589;0.6367
LICFAE;0.5107;0.1953;0.7829
LICFIM;0.4752;0.6088;1.1162
LICNES;0.5179;0.2676;0.5836
LICNIV;0.1887;0.2202;0.2518
LICQEV;0.4251;0.3264;0.3319
LICYED;0.5194;0.5398;1.0424
LICYUT;0.841;0.3765;0.6909
LICZAA;0.4396;0.7706;1.1727
LIDBEG;0.3054;0.4196;0.4452
LIDWOK;0.4566;0.5729;0.9583
LIGQIC;0.3138;0.5033;1.7212
LIHGOZ;0.5101;0.3;0.3466
LIJHOD;0.99;0.5358;1.2786
LIJJET;0.4406;0.4771;0.5806
LIJRUR;0.0867;0.1788;0.2699
LIKGIX;0.4059;0.5391;0.2149
LIKGOD;0.3247;0.7955;0.8673
LILSAB;0.3704;0.5415;0.8547
LILYIQ;0.1478;0.2028;0.5998
LILYOW;0.5456;0.5279;0.6312
LIMQOO;0.2354;0.4105;0.8799
LIMQUU;0.4812;0.5537;0.5611
LINLIE;1.3427;1.7624;0.9497
LINRUW;0.2934;0.4024;0.9022
LIPMEE;0.3408;0.2489;0.3834
LIPMOO;0.2007;1.0232;0.3893
LIPNAB;0.1346;0.8309;0.169
LIPNEF;0.1661;1.1289;0.2573
LIQDOG;0.5343;0.6886;0.1354
LIRFEY;0.5623;0.3391;1.2365
LIRFIC;0.2674;0.5166;0.7422
LIRFOI;0.3379;0.6031;0.8731
LIRFUO;0.1937;0.8509;0.6313
LIRKON;0.4195;0.5524;0.7753
LISBAQ;0.9133;0.7923;0.6287
LISBIA;0.4628;0.3264;0.56
LISBIY;0.5458;0.4044;0.8347
LISBOE;0.2739;0.302;0.6489
LISBUK;0.2383;0.2278;1.3813
LITGAW;0.465;0.5073;0.7829
LITTIT;0.5948;1.6817;0.8592
LITVIV;0.2531;0.2897;1.2875
LITVOB;0.3134;0.7121;1.2314
LITVUH;0.3577;0.4889;1.089
LIVHEE;0.2176;0.4268;0.7379
LIVRAL;0.454;0.2625;0.5005
LIVREN;0.5046;0.8359;1.093
LIWNAH;0.1123;0.1792;0.296
LIXSAO;0.9951;0.8903;1.1178
LIXZAT;0.1697;0.3178;0.5013
LIXZEX;0.2207;0.3161;0.5905
LIYGOR;1.1439;0.6143;1.1723
LIZFIK02;0.9102;1.84;1.889
LIZFIK03;0.8184;1.8042;2.9802
LIZJIP;0.3933;0.6347;0.8149
LOBPEY;0.1661;0.8127;0.4161
LOBWOO;0.852;0.7701;0.6375
LOCHAN;0.4995;0.4518;0.7581
LOCNEY;0.0892;0.4213;0.6077
LOCNIC;0.1281;0.2243;0.4721
LOCYAF;0.1163;0.205;0.1509
LODQOM;0.3988;0.6947;1.1992
LOFQED;0.3247;0.4604;1.8387
LOGZUE;0.2893;0.5276;0.4556
LOHWIO;0.3524;0.406;0.9218
LOKQAD;0.1716;0.2706;0.7748
LOKQOR;0.1318;0.1876;0.8403
LOLDOH;0.7524;3.017;0.8377
LOLKUU;0.2415;0.3506;0.521
LOMJUS;1.0961;1.5707;1.0425
LOMKAZ;0.3569;0.2613;0.2666
LOMQAG;0.331;0.5045;1.7105
LOPHED;0.0993;0.1536;0.1299
LOPLUX;0.1384;0.4346;0.8844
LOPNEL;0.1785;1.0135;0.2605
LOPNOV;0.2774;1.432;0.3492
LOQDOK;0.4785;0.51;0.7821
LOSZUO;0.1427;0.5096;0.2734
LOTCEC;0.287;0.295;0.3492
LOTTOD;0.8729;0.5411;1.2231
LOTZAX;0.1274;0.3695;0.2646
LOVKIS;1.7686;1.3177;0.7051
LOYJOA;0.2282;0.3779;1.1491
LOYKAN;0.475;0.7678;0.8218
LOYKER;0.534;0.3701;1.2854
LOYKIV;0.3624;0.3037;0.6534
LOYKOB;0.4111;0.6426;1.003
LOZBUZ;0.148;0.2136;0.1965
LUDBAP;0.5475;0.8179;1.1905
LUFCIZ;0.4047;0.9663;1.1271
LUFDAS;0.28;0.631;0.8635
LUFPIL01;0.3244;0.2196;0.9669
LUGBOF;0.5455;0.5025;0.7811
LUGCIA;0.1112;0.1843;0.2704
LUGQIO;0.5566;1.0261;0.8693
LUGRIP;0.1479;0.3501;0.1619
LUGROV;1.1984;0.9144;0.2669
LUGRUB;0.742;0.895;0.9242
LUGYAO;0.4854;0.5172;0.6684
LUHJAB;0.5157;0.5583;0.4095
LUJZOH;0.174;0.5512;1.9634
LUKBOK;0.3979;0.3321;1.4924
LULQIU;0.6751;0.5151;1.3535
LULTAN;0.2169;0.502;2.0352
LUNGOS;0.8064;0.507;0.7111
LUPDUV;0.1441;0.434;0.5449
LUPSOE;0.2501;0.4067;0.1462
LUPSOE01;0.2476;0.4509;0.1468
LUPSUK;0.3273;0.3907;0.2434
LUQYEB;0.3333;0.9056;0.9231
LURXON;0.2476;0.5046;1.1333
LUSHAK;0.1878;0.2011;0.6031
LUTGEO;0.2034;0.2435;0.1497
LUTTOL;0.1548;0.5662;0.2574
LUWSUS03;0.4124;0.3952;0.6163
LUWSUS07;0.2098;0.2786;0.5482
LUWSUS08;0.2025;0.2735;0.5572
LUWSUS11;0.356;0.3005;0.6014
LUWTED02;0.3611;0.2932;0.7212
LUWTED04;0.1991;0.2486;0.5633
LUWTED06;0.228;0.2459;0.5668
LUXJUJ;0.7016;0.491;0.8104
LUXPIF;0.4593;0.7658;0.5327
LUXSOM;0.2172;0.2145;0.2659
LUYMEX;0.3608;0.4916;0.7151
LUZHOF;0.3107;0.4214;0.1981
LUZMUQ;0.2991;0.5576;0.366
LUZNAX;0.0939;0.6251;0.5999
LUZNEB01;0.2453;0.4337;0.6244
LUZNEB02;0.1287;0.2313;0.3633
MABSEQ;0.8008;0.736;1.0648
MACHUV;1.0238;0.5962;0.8244
MACPFE;0.1961;0.3388;0.7002
MACREO;0.3333;0.4009;0.9508
MACTOA;0.3757;0.7823;0.1708
MACXAQ;0.2916;0.9625;1.2241
MADKIO;0.9147;0.7286;1.4228
MAFOTR;0.2129;0.1527;0.2955
MAGYEZ;0.187;0.1838;0.6257
MAHHIN;0.8244;1.6607;0.7376
MAHYAY02;0.4157;0.1922;0.6433
MAJBEG;0.8836;1.2293;2.1617
MAJBOQ;0.581;0.2948;1.4344
MAJBUV;0.4299;0.421;1.1347
MAJVOK;0.5808;0.3807;0.4532
MAJYOM;0.0308;0.0896;0.3247
MAKDIN;0.4304;2.0845;0.8279
MAKLIU;0.2037;1.0616;0.7138
MAKNOD;0.2506;0.3007;0.3223
MAKXEB;0.3696;1.2945;2.2159
MAKZIH;0.3582;0.6338;0.9474
MALCAF;0.168;0.6879;0.1531
MALCDI10;0.2424;0.2842;1.5094
MALFET01;0.2769;0.3044;0.7855
MALFET02;0.2979;0.3234;0.7919
MALFET03;0.2936;0.3019;0.7856
MALFET04;0.5234;0.8586;0.8777
MALGAI;0.3098;1.011;0.8721
MALSAU;0.243;1.0473;0.3177
MAMRUN;0.323;0.3387;1.1445
MAMSAU;0.2641;0.3207;0.6613
MANMAS;1.0342;1.3518;2.011
MANNEX;1.6513;1.312;0.7668
MANPID;1.4224;1.9182;1.8454
MANQUQ;2.8124;1.5365;0.4834
MANREY;0.216;0.2652;1.0254
MANROI;0.1071;0.5244;0.2208
MANVEC;0.4402;0.5093;0.9461
MANZEH;0.094;0.2473;0.2033
MAPCFF10;0.5142;0.3382;0.6602
MAPZUA;1.1866;0.6122;1.0326
MAQMAT;0.2497;0.3292;0.2765
MARPED;0.2423;0.4057;1.6055
MARPIH;0.2319;0.7218;2.4681
MARPON;0.6848;0.5804;1.303
MARPUT;0.6416;0.575;1.8123
MARQEE;0.3924;0.6197;1.2531
MARQII;0.32;0.3155;1.2516
MARQOO;0.3996;0.572;1.1784
MARQUU;0.417;0.5591;1.2984
MARYIN;0.0589;0.2404;0.2762
MASPED;0.341;0.8377;1.0905
MASPIH;0.3702;0.4571;0.6015
MASPON;0.6618;0.9266;1.4527
MATBEO;0.1552;0.2782;0.3849
MATFOF;0.4827;0.5005;0.8582
MATFUL;1.2262;0.9899;1.6068
MATGAS;0.8667;0.5562;0.5858
MATGEW;0.8245;0.6486;0.7349
MATGIA;0.4461;0.4121;0.5041
MATHAT;0.4795;0.5133;0.5814
MATKIE;0.3364;0.9717;0.3759
MATNOM;0.1165;0.1429;0.2048
MATNUS;0.1205;0.1995;0.3105
MATPEE;1.2334;0.6576;0.501
MATPEE01;1.7726;1.075;0.2533
MATVOU;0.0925;0.3683;1.0221
MATXEL;0.8238;1.0116;0.8755
MAVPOO01;0.0909;1.3344;0.2738
MAWJEA;0.212;0.5984;0.5077
MAWJOK;0.1978;0.9869;1.4442
MAWLOL;0.0379;0.125;0.2329
MAXCAR;1.0226;0.8153;1.4335
MAXGIE;0.2521;0.2827;1.3811
MAXGOK;0.222;0.6647;0.9249
MAXGUQ;0.1361;0.3869;1.7151
MAXPOQ;0.4294;0.5216;1.771
MAXPUW;0.7494;1.1517;1.7171
MAXZUJ;0.1174;0.4747;0.9698
MAYBAS;0.4244;0.3942;0.9993
MAYBEV;0.1048;0.403;1.0922
MAYBEW;0.3945;0.6631;1.1968
MAYFEY;6.7325;5.3724;1.2552
MAYVIR;0.1996;0.5001;0.4384
MAZFCO;0.0797;0.3957;0.6396
MAZFUR;0.5901;0.5894;1.3035
MAZGAY;0.4107;0.4394;2.0118
MAZTEM;0.2266;0.8698;0.299
MCHOFE;0.2385;0.3185;1.0697
MEBBOM;0.1974;0.2091;0.144
MEBPOY;0.2532;0.2849;0.8331
MEBQIV;1.2718;1.3309;1.3879
MEBROB;1.143;1.8446;1.0057
MECKIP;0.5023;1.221;0.6202
MECPFE;0.1364;0.2029;0.2128
MECYAX;0.2686;0.5153;0.5399
MEDLAJ;0.2407;0.2141;0.6087
MEDOFE;0.1135;0.1151;0.5085
MEDOFE10;0.1148;0.1162;0.5094
MEDXAV;0.538;0.8079;1.1258
MEFFOS;0.7844;0.8697;2.2085
MEFFUY;0.7155;0.7487;0.8553
MEFVAV;0.1783;0.2213;0.7268
MEFVEZ;0.2815;0.4284;0.502
MEFVID;0.1742;0.2129;0.6729
MEFVOJ;0.6412;0.3641;0.2083
MEFVUP;0.5552;0.35;0.2381
MEFWAW;0.2975;0.4409;0.7025
MEGDEH;0.5422;0.6309;0.5688
MEGHUC;0.4042;0.6718;0.7123
MEHPOF;0.3083;0.2084;0.6217
MEJJAN;0.3997;0.9144;0.459
MEJVAB;0.3698;0.3673;0.5655
MEJWAC;0.1383;0.1943;0.4816
MEJZAF;0.3209;1.1781;0.8448
MEJZEG;0.1695;0.2912;0.8336
MEJZOQ;0.2904;0.4278;0.887
MEKBEJ;0.3963;0.8446;0.833
MEKBIN;0.4607;0.9523;1.0263
MEKBUZ;0.2761;0.9295;0.9278
MEKCAG;0.2951;1.3563;0.841
MEKGAM;1.2489;1.5587;0.1944
MEKXAC;0.173;0.5377;0.4779
MEKXEG;0.4686;0.2884;1.461
MEKXOQ;0.1143;0.2163;0.321
MEKXUW;0.1806;0.1861;0.2311
MEKYAD;0.3786;0.1645;0.6576
MELROL;0.2847;1.8975;1.1296
MEMCOF;0.3352;0.2902;0.3939
MEMHUI;0.7531;0.9268;0.774
MEMYIN;0.9222;0.6538;1.2449
MENTEF;0.6335;0.6052;0.5462
MENTFE;0.1439;0.2045;0.2759
MENWIM;0.4665;0.2576;1.4676
MENWUY;0.2235;0.2047;0.4428
MENXAF;0.4347;0.5092;0.6097
MENXEJ;0.3065;0.2757;0.6995
MEOBFE;0.2735;0.3329;0.7017
MEOCFE;0.1861;0.2698;0.4245
MEPMAW;0.4339;0.7663;1.3336
MEPQII;0.2999;0.4613;0.5101
MEPQOO;0.4421;0.4538;0.9722
MERJUP;0.169;0.2031;0.2244
MERKAW;0.4506;0.2532;0.2445
MERKEA;0.1299;0.2627;0.1655
MERMOM;0.2133;0.3868;0.6154
MESZAL;0.1512;0.1808;0.2024
MESZEP;0.2447;0.2905;0.6035
MESZIT;0.1094;0.1534;0.6913
METGIB;0.2049;0.385;0.7965
METHUO;0.3631;0.502;0.5933
METYOA01;0.2551;0.5085;0.3043
MEVMUV;0.2677;0.9553;1.1966
MEVTEM;0.3865;0.3304;0.1545
MEWCAU;0.6821;0.9613;1.1961
MEWWEQ;0.4038;0.4826;0.7593
MEWWUG;0.5199;1.6825;1.1589
MEWXAN;0.7096;0.3371;1.4151
MEWXIV;0.6426;0.7557;0.5407
MEXJUW;0.6615;0.467;0.226
MEZNUA;0.1295;0.4144;0.2187
MEZPAI;0.0978;0.7452;0.1826
MEZPEM;0.1121;0.4034;0.4737
MEZPIQ;0.6814;1.0928;0.3603
MEZPOW;0.1048;0.1842;0.3124
MEZPUC;0.114;1.562;0.3493
MEZQEN;0.1884;0.3669;0.5875
MEZWAR;0.2197;0.3302;0.5038
MEZXUM;0.1146;0.1653;0.3885
MEZYAT;0.1148;0.1696;1.0014
MEZYUN;0.1269;0.2409;0.5736
MFEFER01;0.2494;0.2111;0.6968
MFTCFE;0.2339;0.5766;1.0801
MHCOFE;0.088;0.1977;1.5553
MIBVUP;0.6274;0.82;1.278
MIGDUB;0.2569;0.3023;0.3231
MIGJIW;0.9692;2.6726;0.9412
MIGJOC;0.4943;0.3146;1.0774
MIGLET;1.1479;0.9822;1.9363
MIJHIW;0.1868;0.5752;0.7596
MIJJIY;0.319;0.2588;1.211
MIJJOE;0.1466;0.2974;1.2278
MIJJUK;0.2042;0.4569;0.22
MIJLAS;0.609;0.3109;0.286
MIJLAS01;0.4557;0.3093;0.2627
MIJLOG;0.5336;0.4198;0.4032
MIJMEX;0.7425;0.7674;0.4178
MIKSUV;0.1597;0.3805;1.2805
MIKTAC;0.144;0.3713;1.4342
MILCIT;0.4965;0.2436;0.4244
MILNUQ;0.1612;0.1971;0.5073
MIMKEA;0.2804;0.447;2.212
MINWAJ;0.957;0.78;0.9826
MINWEN;0.2968;0.3844;0.976
MINWIR;0.6312;0.7541;1.1724
MIPGAT;0.3023;0.3527;0.3207
MIPGIB;0.3033;0.3438;0.3143
MIPKON;0.7334;0.7593;0.6228
MIPKUT;0.7333;0.4689;1.0187
MIPLAA;0.8306;0.5067;0.7541
MIPLEE;0.9083;0.5632;0.6837
MIPLII;0.6501;0.7753;0.6079
MIPMAB;0.779;0.5482;0.502
MIPXAK;0.0926;0.2624;0.1915
MIQBOE;0.2568;0.384;0.9212
MIQHUQ;1.2111;0.9733;0.3025
MIQJAY;0.9888;0.9399;1.0288
MISXOB;0.3096;0.2806;0.4241
MITYEU;0.8012;1.3392;1.0262
MIVFUS;0.111;0.1859;0.2966
MIVHAC;0.3881;0.8922;1.5045
MIVHEG;0.5035;0.6735;1.101
MIVHUW;0.2475;0.5298;0.6427
MIVQIT;0.6159;1.0265;1.3252
MIVQOZ;0.329;0.2132;0.8119
MIWNOV;0.1751;0.1995;0.9093
